Crash Date,Crash Time,X,Y,City/Town,Crash Severity,Maximum Injury Severity Reported,Crash Number,Most Harmful Events,Non Motorist Type
10/1/09,10:07 PM,239030.2773,873783.1138,BROCKTON,Non-fatal injury,Non-fatal injury - Incapacitating,2534819,V1:(Collision with pedestrian),P2:Pedestrian
10/24/09,6:31 PM,106911.0901,875523.3656,WEST SPRINGFIELD,Non-fatal injury,Non-fatal injury - Incapacitating,2534898,V1:(Collision with pedestrian),P2:Pedestrian
11/10/09,8:02 PM,206868.5624,891739.9375,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2534944,V1:(Collision with pedestrian),P1:Pedestrian
11/7/09,5:07 PM,96606.60923,875174.8748,WESTFIELD,Non-fatal injury,Non-fatal injury - Possible,2534954,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),P1:Pedestrian
11/2/09,5:43 PM,97403.10147,875043.6875,WESTFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2534976,V1:(Collision with pedestrian),P1:Pedestrian / P2:Pedestrian
9/26/09,10:50 AM,125226.4795,893589.5301,BELCHERTOWN,Non-fatal injury,Non-fatal injury - Incapacitating,2534998,V1:(Collision with pedestrian),P2:Pedestrian
10/26/09,6:06 PM,97471.99945,876800.4509,WESTFIELD,Non-fatal injury,Non-fatal injury - Possible,2535064,V1:(Collision with pedestrian),P1:Pedestrian
9/25/09,4:40 PM,108575.0235,883875.6252,HOLYOKE,Fatal injury,Fatal injury,2535080,V1:(Collision with pedestrian),P1:Pedestrian
11/2/09,5:25 PM,230767.9534,902726.3127,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Incapacitating,2535087,V1:(Collision with pedestrian),P1:Pedestrian
9/18/09,1:52 PM,202491.7343,925654.4386,WESTFORD,Property damage only (none injured),No injury,2535103,V1:(Collision with pedestrian),P2:Pedestrian
8/24/09,9:50 AM,244920.5324,882189.431,WEYMOUTH,Fatal injury,Fatal injury,2535106,V1:(Collision with pedestrian) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),P2:Pedestrian
8/31/09,12:47 PM,247810.9844,820833.125,NEW BEDFORD,Fatal injury,Fatal injury,2535112,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
7/16/09,1:45 PM,176106.1699,889267.2358,WORCESTER,Non-fatal injury,Non-fatal injury - Incapacitating,2535156,V1:(Collision with pedestrian),P2:Pedestrian
8/3/09,2:25 PM,175571.4491,896294.6387,WORCESTER,Property damage only (none injured),No injury,2535185,V1:(Collision with pedestrian),P2:Pedestrian
10/31/09,12:29 PM,237876.116,905227.1913,CHELSEA,Non-fatal injury,Non-fatal injury - Possible,2535220,V1:(Collision with pedestrian),P2:Pedestrian
5/20/08,5:12 PM,235074.467,917474.5947,WAKEFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2535244,V1:(Collision with pedestrian),P1:Pedestrian
11/13/09,2:09 AM,235380.252,901295.967,BOSTON,Property damage only (none injured),No injury,2535336,V1:(Collision with pedestrian),P1:Pedestrian
9/10/08,9:40 AM,235817.7027,916952.8298,WAKEFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2535369,V1:(Collision with pedestrian),P1:Pedestrian
9/19/08,5:55 PM,235459.3639,916981.8488,WAKEFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2535379,V1:(Collision with pedestrian),P1:Pedestrian
9/14/09,7:22 PM,173361.7187,888878.5625,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2535382,V1:(),P2:Pedestrian
9/26/08,6:32 PM,235272.7966,917140.7501,WAKEFIELD,Non-fatal injury,Non-fatal injury - Possible,2535444,V1:(Collision with pedestrian),P1:Pedestrian
9/18/09,11:06 AM,175159.6405,890677.9998,WORCESTER,Property damage only (none injured),No injury,2535515,V1:(Collision with pedestrian),P2:Pedestrian
8/15/09,12:00 AM,175764.678,890024.7058,WORCESTER,Not Reported,Not Applicable,2535522,V1:(Collision with pedestrian),P2:Pedestrian
8/24/09,6:27 PM,246232.2616,819940.7577,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2535594,V1:(Collision with pedestrian),P2:Pedestrian
11/15/08,6:23 PM,217165.1136,894074.288,WELLESLEY,Non-fatal injury,Non-fatal injury - Possible,2535657,,P1:Pedestrian
10/26/09,4:19 PM,248640.7654,919231.2502,SALEM,Fatal injury,Fatal injury,2535787,V1:(Collision with pedestrian),P2:Pedestrian
10/17/09,11:38 AM,239551.7514,870492.4254,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2535824,V1:(Collision with motor vehicle in traffic),P4:Pedestrian
10/28/09,8:04 PM,250525.9821,922151.4401,BEVERLY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2535881,V1:(Collision with pedestrian),P2:Pedestrian
10/31/09,11:55 AM,219149.2983,922871.8253,BILLERICA,Non-fatal injury,Non-fatal injury - Possible,2535915,V1:(Collision with pedestrian),P2:Pedestrian
10/18/09,6:10 PM,239703.5994,868654.0068,BROCKTON,Non-fatal injury,Non-fatal injury - Incapacitating,2535938,V1:(Collision with pedestrian),P2:Pedestrian
10/27/09,9:04 PM,212016.6323,849865.0723,ATTLEBORO,Non-fatal injury,Non-fatal injury - Incapacitating,2535966,V1:(Collision with pedestrian),P2:Pedestrian
11/3/09,8:45 PM,244742.8716,912914.2315,LYNN,Not Reported,Not reported,2535985,V1:(Collision with pedestrian),P2:Pedestrian
10/29/09,6:17 PM,222337.156,910870.6875,LEXINGTON,Non-fatal injury,Non-fatal injury - Incapacitating,2536000,V1:(Collision with pedestrian),P2:Pedestrian
10/24/09,9:43 PM,176306.3065,926417.0605,FITCHBURG,Non-fatal injury,Non-fatal injury - Possible,2536041,V1:(Collision with pedestrian),P2:Pedestrian
10/14/09,7:00 PM,246989.8127,820055.1252,NEW BEDFORD,Property damage only (none injured),No injury,2536238,V1:(Collision with pedestrian),P2:Pedestrian
8/31/08,1:12 PM,221619.9531,901936.7498,WALTHAM,Property damage only (none injured),No injury,2536272,V1:(Collision with pedestrian),P1:Pedestrian
11/14/09,5:22 PM,226720.1992,896681.2118,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2536289,V1:(Collision with pedestrian),P1:Pedestrian
8/9/08,3:21 PM,220778.1447,902895.6783,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2536294,V1:(Collision with pedestrian),P1:Pedestrian
10/29/09,6:20 PM,216432.7088,932398.8006,LOWELL,Not Reported,Not Applicable,2536296,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
10/8/09,7:48 AM,246385.6716,822563.5002,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Possible,2536309,V1:(Collision with pedestrian),P2:Pedestrian
11/9/09,8:05 AM,224148.2188,899981.6875,NEWTON,Not Reported,Not reported,2536316,V1:(Collision with pedestrian),P1:Pedestrian
11/2/09,8:39 PM,228156.5762,937332.9892,LAWRENCE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2536328,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
10/8/09,4:09 PM,247701.5936,823298.5627,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Possible,2536337,V1:(Collision with pedestrian),P2:Pedestrian
8/19/09,3:30 PM,174889.6721,890026.5623,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2536351,V1:(Collision with pedestrian),P2:Pedestrian
8/28/09,11:05 PM,177010.1877,890688.1252,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2536352,V1:(Collision with pedestrian),P2:Pedestrian
8/17/09,9:02 PM,172822.5668,888240.5547,WORCESTER,Property damage only (none injured),No injury,2536362,V1:(),P2:Pedestrian
11/14/09,5:39 PM,231402.2323,884218.7364,CANTON,Non-fatal injury,Non-fatal injury - Incapacitating,2536370,V1:(Collision with pedestrian) V2:(),P1:Pedestrian
11/8/09,6:10 PM,234157.334,904719.9275,SOMERVILLE,Non-fatal injury,Non-fatal injury - Incapacitating,2536531,V1:(Collision with pedestrian),P1:Pedestrian
10/12/09,5:08 PM,239847.2229,873365.6407,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2536611,V1:(Collision with pedestrian),P2:Pedestrian
10/22/08,6:11 PM,220294.1197,907126.4439,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2536647,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),P1:Pedestrian
10/17/08,6:05 PM,221654.2033,902886.7499,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2536698,V1:(Collision with pedestrian),P1:Pedestrian
11/2/09,11:52 AM,241524.7584,888951.8691,QUINCY,Property damage only (none injured),No injury,2536740,V1:(Collision with pedestrian),P2:Pedestrian
10/8/08,1:00 PM,222996.236,902265.2624,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2536783,V1:(Collision with pedestrian),P1:Pedestrian
10/7/08,9:39 AM,223153.1248,902578.4374,WALTHAM,Non-fatal injury,Non-fatal injury - Incapacitating,2536815,V1:(Collision with pedestrian),P1:Pedestrian
10/26/09,1:46 PM,233955.6254,903666.1863,SOMERVILLE,Non-fatal injury,Non-fatal injury - Possible,2536935,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian / P4:Pedestrian
11/17/09,11:56 PM,206782.2607,892195.2719,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Possible,2536942,V1:(Collision with pedestrian),P1:Pedestrian
9/28/09,2:55 PM,177488.8595,888958.6875,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537065,V1:(Collision with pedestrian),P3:Pedestrian
9/27/09,6:35 PM,173801.8674,889195.316,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2537149,V1:(Collision with pedestrian),P2:Pedestrian
8/22/09,3:08 PM,171530.2967,887639.5,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2537155,V1:(Collision with pedestrian),P6:Pedestrian
11/6/09,6:30 AM,240640.4514,877922.0046,HOLBROOK,Non-fatal injury,Non-fatal injury - Incapacitating,2537170,V1:(Collision with pedestrian),P2:Pedestrian
10/2/09,12:33 PM,174239.4065,890062.9373,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537174,V1:(Collision with pedestrian),P2:Pedestrian
9/12/09,1:30 PM,228285.1514,827512.1373,FALL RIVER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537266,V1:(Collision with pedestrian),P3:Pedestrian
9/3/09,7:13 PM,228300.4555,827521.7288,FALL RIVER,Property damage only (none injured),No injury,2537298,V1:(Collision with pedestrian),P2:Pedestrian
8/23/09,8:02 PM,175896.206,891332.5738,WORCESTER,Not Reported,Not reported,2537306,V1:(),P2:Pedestrian
9/9/09,9:43 PM,173738.6249,889533.5626,WORCESTER,Property damage only (none injured),No injury,2537316,V1:(Collision with pedestrian),P2:Pedestrian
10/23/09,2:22 PM,235826.8164,872334.4573,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537317,V1:(Collision with pedestrian),P3:Pedestrian
11/10/09,9:18 PM,240917.5375,889207.6326,QUINCY,Non-fatal injury,Non-fatal injury - Incapacitating,2537331,V1:(Collision with pedestrian),P2:Pedestrian
11/14/09,7:40 PM,241824.023,905352.4242,REVERE,Fatal injury,Fatal injury,2537339,V1:(Collision with pedestrian),P2:Pedestrian
9/12/09,10:50 AM,242198.1472,811697.4722,DARTMOUTH,Non-fatal injury,Non-fatal injury - Possible,2537447,V1:(Collision with pedestrian),P3:Pedestrian
9/20/09,1:21 PM,242279.3495,821196.4472,DARTMOUTH,Non-fatal injury,Non-fatal injury - Incapacitating,2537452,V1:(Collision with pedestrian),P2:Pedestrian
10/26/09,10:57 AM,239971.8748,869398.4376,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2537560,V1:(Collision with pedestrian),P2:Pedestrian
10/28/09,6:19 PM,240331.3184,867371.5839,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537644,V1:(),P2:Pedestrian
9/3/09,7:01 AM,176835.4404,888944.9279,WORCESTER,Property damage only (none injured),No injury,2537674,V1:(),P2:Pedestrian
6/20/09,9:55 AM,183907.7817,885207.0936,GRAFTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537786,V1:(Collision with pedestrian),P3:Pedestrian
3/12/08,3:30 PM,183602.1237,885549.283,GRAFTON,Non-fatal injury,Non-fatal injury - Possible,2537828,V1:(Collision with pedestrian),P2:Pedestrian
10/8/09,10:06 AM,247939.6096,919247.8748,SALEM,Property damage only (none injured),No injury,2537869,V1:(Collision with pedestrian),P2:Pedestrian
11/2/09,7:10 PM,222139.6749,902251.0049,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537904,V1:(Collision with pedestrian),P2:Pedestrian
10/22/09,1:01 PM,220556.3458,893120.3556,NEEDHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2537925,V1:(Collision with pedestrian),P2:Pedestrian
11/9/09,9:29 AM,221470.4998,904396.4377,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2537977,V1:(Collision with pedestrian),P2:Pedestrian
9/4/09,5:58 PM,228913.9532,825013.6875,FALL RIVER,Non-fatal injury,Non-fatal injury - Possible,2538021,V1:(Collision with pedestrian),P2:Pedestrian
10/15/09,1:41 PM,159413.7805,888209.679,SPENCER,Non-fatal injury,Non-fatal injury - Possible,2538098,V1:(Collision with pedestrian),P2:Pedestrian
8/26/09,12:00 PM,173152.6875,888727.6874,WORCESTER,Unknown,Not reported,2538245,V1:(Collision with pedestrian),P2:Pedestrian
2/6/08,9:25 PM,229567.1874,906708.875,ARLINGTON,Unknown,Not reported,2538385,V1:(Collision with pedestrian),P2:Pedestrian
9/4/09,5:11 PM,175916.7387,892593.0543,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2538409,V1:(Collision with pedestrian),P3:Pedestrian / P4:Pedestrian
11/20/09,10:53 AM,106475.4053,880655.4052,HOLYOKE,Non-fatal injury,Non-fatal injury - Possible,2538523,V1:(Collision with pedestrian),P3:Pedestrian
11/2/09,7:24 AM,236544.5299,916300.556,WAKEFIELD,Non-fatal injury,Non-fatal injury - Incapacitating,2538533,V1:(Collision with pedestrian),P2:Pedestrian
11/15/09,7:50 PM,226288.1561,899631.1252,NEWTON,Non-fatal injury,Non-fatal injury - Possible,2538555,V1:(Collision with pedestrian),P2:Pedestrian
11/19/09,7:16 AM,224232.1648,899293.3783,NEWTON,Non-fatal injury,Non-fatal injury - Possible,2538566,V1:(Collision with pedestrian),P3:Pedestrian
11/7/09,5:37 PM,246328.4591,875434.7251,ABINGTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2538705,V1:(Collision with pedestrian),P2:Pedestrian
8/30/09,2:24 PM,178446.7129,893887.1407,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2538727,V1:(Collision with pedestrian),P3:Pedestrian
10/10/09,3:48 PM,174769.2343,891232.2501,WORCESTER,Property damage only (none injured),No injury,2538759,V1:(Collision with motor vehicle in traffic),P2:Pedestrian / P3:Pedestrian
10/9/09,5:10 PM,175242.8594,890390.9998,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2538772,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
1/29/08,6:06 AM,221092.4902,902892.7004,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2538977,V1:(Collision with pedestrian),P2:Pedestrian
2/18/08,8:57 PM,220876.8281,902789.5626,WALTHAM,Property damage only (none injured),No injury,2539043,V1:(Collision with pedestrian),P2:Pedestrian
2/20/08,8:01 AM,220936.9804,902893.1635,WALTHAM,Not Reported,Not Applicable,2539046,V1:(Collision with pedestrian),P2:Pedestrian
2/28/08,5:00 PM,221753.4768,902706.4605,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539078,V1:(Collision with pedestrian),P2:Pedestrian
4/11/08,11:07 AM,221853.5067,902810.8915,WALTHAM,Property damage only (none injured),No injury,2539106,V1:(Collision with pedestrian),P2:Pedestrian
4/14/08,3:25 PM,222137.2344,902251.7501,WALTHAM,Non-fatal injury,Non-fatal injury - Incapacitating,2539111,V1:(Collision with pedestrian),P3:Pedestrian
2/11/09,8:49 PM,221456.5146,902247.6428,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539152,V1:(Collision with pedestrian),P2:Pedestrian
3/10/09,8:05 PM,221077.7204,902799.2833,WALTHAM,Property damage only (none injured),No injury,2539163,V1:(Collision with pedestrian),P2:Pedestrian
5/6/09,2:08 PM,221922.2096,906786.241,WALTHAM,Property damage only (none injured),No injury,2539180,V1:(Collision with pedestrian),P2:Pedestrian
11/9/09,8:00 AM,236134.3461,901245.4766,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539244,V1:(Collision with pedestrian),P3:Pedestrian
11/20/09,1:00 PM,207352.5155,893740.7501,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Incapacitating,2539283,V1:(Collision with pedestrian),P2:Pedestrian
11/22/09,5:29 PM,235002.4189,901822.4942,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Incapacitating,2539361,V1:(Collision with pedestrian),P5:Pedestrian
11/14/09,6:00 PM,238479.0625,907326.4376,REVERE,Non-fatal injury,Non-fatal injury - Possible,2539371,V1:(),P2:Pedestrian
11/7/09,10:34 AM,235807.6876,911826.7502,MELROSE,Non-fatal injury,Non-fatal injury - Possible,2539397,V1:(Collision with pedestrian),P2:Pedestrian
3/4/08,3:10 PM,220979.2271,902892.5929,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539426,V1:(Collision with pedestrian),P2:Pedestrian
3/18/08,5:48 PM,221504.2655,901365.2877,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539465,V1:(Collision with pedestrian),P3:Pedestrian
5/6/08,3:50 PM,221267.203,902892.9999,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539511,V1:(Collision with pedestrian),P15:Pedestrian
5/19/08,3:32 PM,221619.9531,901936.7498,WALTHAM,Property damage only (none injured),No injury,2539551,V1:(Collision with pedestrian),P2:Pedestrian
5/23/08,7:40 AM,220235.7657,907144.0627,WALTHAM,Property damage only (none injured),No injury,2539568,V1:(Collision with pedestrian),P2:Pedestrian
5/24/08,10:48 AM,220878.7679,902381.2168,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539571,V1:(Collision with pedestrian),P2:Pedestrian
6/11/08,5:59 PM,221740.375,903287.2502,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539613,V1:(Collision with pedestrian),P3:Pedestrian
6/26/08,8:21 AM,220853.3596,902896.0627,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539646,V1:(Collision with pedestrian),P3:Pedestrian
7/7/08,7:31 AM,221776.2669,905177.0755,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539667,V1:(Collision with pedestrian),P2:Pedestrian
7/11/08,7:13 PM,221619.9531,901936.7498,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539682,V1:(Collision with pedestrian),P2:Pedestrian
7/24/08,12:15 PM,221560.1959,901691.5657,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539724,V1:(Collision with pedestrian),P2:Pedestrian
7/25/08,5:14 PM,221646.5469,902154.3124,WALTHAM,Property damage only (none injured),No injury,2539728,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian / P4:Pedestrian
7/22/08,1:30 PM,219382.168,904910.4033,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539737,V1:(Collision with pedestrian),P2:Pedestrian
8/27/08,3:01 PM,219148.5653,905024.9191,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539753,V1:(Collision with pedestrian),P2:Pedestrian
9/1/08,10:27 PM,220316.4927,903058.7343,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2539756,V1:(Collision with pedestrian),P2:Pedestrian
10/8/08,1:00 PM,222996.236,902265.2624,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539778,V1:(Collision with pedestrian),P2:Pedestrian
9/24/08,8:56 AM,226822.9685,908097.2207,ARLINGTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2539923,V1:(Collision with pedestrian),P2:Pedestrian
11/16/09,5:53 AM,231102.8376,890027.8341,BOSTON,Not Reported,Not Applicable,2539934,V1:(Collision with pedestrian),P2:Pedestrian
11/1/09,4:45 AM,237057.8124,893686.8749,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2539956,V1:(Collision with pedestrian),P2:Pedestrian
11/2/09,7:55 AM,235110.8439,895024.0627,BOSTON,Not Reported,Not Applicable,2539967,V1:(Collision with pedestrian),P2:Pedestrian
12/2/08,9:10 AM,232159.2861,904634.6723,SOMERVILLE,Non-fatal injury,Non-fatal injury - Incapacitating,2540018,V1:(Collision with pedestrian),P2:Pedestrian
3/22/08,8:40 PM,228999.4333,907306.1484,ARLINGTON,Property damage only (none injured),No injury,2540034,V1:(Collision with pedestrian),P2:Pedestrian
10/18/09,9:00 PM,233816.1607,901671.9327,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2540162,V1:(),P2:Pedestrian
10/30/09,1:20 AM,243960.5002,860132.1873,BRIDGEWATER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2540232,V1:(Collision with pedestrian),P2:Pedestrian
10/26/09,6:26 PM,55696.15356,916621.1615,PITTSFIELD,Non-fatal injury,Non-fatal injury - Possible,2540233,V1:(Collision with pedestrian),P2:Pedestrian
10/20/09,2:47 PM,243450.086,860136.3915,BRIDGEWATER,Non-fatal injury,Non-fatal injury - Possible,2540275,V1:(Collision with pedestrian),P3:Pedestrian
2/8/08,8:00 PM,232917.7384,875492.2109,STOUGHTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2540280,V1:(Collision with pedestrian),P2:Pedestrian
